Name,Clean Name,Short Name,Summary Name,Price (₹),Original Price (₹),Discount (%),Rating,Reviews,Sold Last Month,url
"Charging cable for OnePlus Nord CE 3 Lite , OnePlus Nord CE 3 Lite 5G 256GB , OnePlus Nord CE 5G USB Cable | Charging & Sync Data Cable | Rapid Quick Dash Fast Charging Cable| Type C to USB-A Cable ( 3.1 Amp , SD , RED )",Charging cable for OnePlus Nord CE 3 Lite  OnePlus Nord CE 3 Lite 5G 256GB  OnePlus Nord CE 5G USB Cable  Charging  Sync Data Cable  Rapid Quick Dash Fast Charging Cable Type C to USBA Cable  31 Amp  SD  RED,Charging cable for OnePlus Nord CE,Charging Cable cable cable cable cable,375.0,999.0,62.0,3.7,4.0,0.0,https://www.amazon.in/Charging-cable-OnePlus-256GB-RED/dp/B0CFKZZLLR/ref=sr_1_2139?dib=eyJ2IjoiMSJ9.XAU0BUVFK9xHAqp2x0GX32r51i-EQ4ZOZChMFGdgZsKtFqGL53Gsb-mvpUhGQW0hKpOLuXK8LM0L2tRxGi8kcqsAk0ZpRi8cEXIsUN7SuxQG2_Xo79hQgDHJVkC45524NqnskSsDbvE5bnZE71W_WJ8vYPtbHc0sf7ezbISNxiSc77opAF6xTWJW29jPGJ73Mlcs85hD_O2e7W2lenP7VE85nrp_UnZYG198h5798AsAL7OBRhv1qpqNJE9wutIYFaEADCVHOZFCdjaUYJRkmNIR4vXucGgT9hcOpiKSy90.HWF1a2_Sz7-Rm6rpwA2EdjnU8T5MDa_HRRC9seB2uf4&dib_tag=se&keywords=electronics&qid=1743771912&s=electronics&sr=1-2139
"MYVN Compatible for OnePlus 9 Pro 9 8T Fast Charging Cable 6.5A Warp Charge USB C to USB C Cable, 1 mtr Super Fast Charging Cable (Red)",MYVN Compatible for OnePlus 9 Pro 9 8T Fast Charging Cable 65A Warp Charge USB C to USB C Cable 1 mtr Super Fast Charging Cable Red,MYVN Compatible for OnePlus 9 Pro,Myvn Cable cable cable,221.0,999.0,78.0,3.7,1196.0,0.0,https://www.amazon.in/MYVN-Compatible-OnePlus-Charging-Charge/dp/B09TT7PZYL/ref=sr_1_2140?dib=eyJ2IjoiMSJ9.XAU0BUVFK9xHAqp2x0GX32r51i-EQ4ZOZChMFGdgZsKtFqGL53Gsb-mvpUhGQW0hKpOLuXK8LM0L2tRxGi8kcqsAk0ZpRi8cEXIsUN7SuxQG2_Xo79hQgDHJVkC45524NqnskSsDbvE5bnZE71W_WJ8vYPtbHc0sf7ezbISNxiSc77opAF6xTWJW29jPGJ73Mlcs85hD_O2e7W2lenP7VE85nrp_UnZYG198h5798AsAL7OBRhv1qpqNJE9wutIYFaEADCVHOZFCdjaUYJRkmNIR4vXucGgT9hcOpiKSy90.HWF1a2_Sz7-Rm6rpwA2EdjnU8T5MDa_HRRC9seB2uf4&dib_tag=se&keywords=electronics&qid=1743771912&s=electronics&sr=1-2140
"PRUNUS J-328 Mini Portable Pocket FM(NO AM) Radio MP3 Walkman with Voice/FM Recording, Lock Key, SD Card Player, Rechargeable Battery Operated(Red)",PRUNUS J328 Mini Portable Pocket FMNO AM Radio MP3 Walkman with VoiceFM Recording Lock Key SD Card Player Rechargeable Battery OperatedRed,PRUNUS J328 Mini Portable Pocket FMNO,Prunus,1899.0,2999.0,37.0,4.3,660.0,0.0,https://www.amazon.in/PRUNUS-J-328-Portable-Recording-Rechargeable/dp/B0DL9QCJWY/ref=sr_1_2141?dib=eyJ2IjoiMSJ9.XAU0BUVFK9xHAqp2x0GX32r51i-EQ4ZOZChMFGdgZsKtFqGL53Gsb-mvpUhGQW0hKpOLuXK8LM0L2tRxGi8kcqsAk0ZpRi8cEXIsUN7SuxQG2_Xo79hQgDHJVkC45524NqnskSsDbvE5bnZE71W_WJ8vYPtbHc0sf7ezbISNxiSc77opAF6xTWJW29jPGJ73Mlcs85hD_O2e7W2lenP7VE85nrp_UnZYG198h5798AsAL7OBRhv1qpqNJE9wutIYFaEADCVHOZFCdjaUYJRkmNIR4vXucGgT9hcOpiKSy90.HWF1a2_Sz7-Rm6rpwA2EdjnU8T5MDa_HRRC9seB2uf4&dib_tag=se&keywords=electronics&qid=1743771912&s=electronics&sr=1-2141
"Like Star 18-20W Apple iPhone Power Adapter and Type C, Protective 3D Cartoon Character Silicone Case Cover, 360 Degree Full Protection (Star Buck Brown)",Like Star 1820W Apple iPhone Power Adapter and Type C Protective 3D Cartoon Character Silicone Case Cover 360 Degree Full Protection Star Buck Brown,Like Star 1820W Apple iPhone Power,Like Case,165.0,699.0,76.0,4.6,99.0,0.0,https://www.amazon.in/Like-Star-Protective-Case-Cover/dp/B0D37VLFWW/ref=sr_1_2142?dib=eyJ2IjoiMSJ9.XAU0BUVFK9xHAqp2x0GX32r51i-EQ4ZOZChMFGdgZsKtFqGL53Gsb-mvpUhGQW0hKpOLuXK8LM0L2tRxGi8kcqsAk0ZpRi8cEXIsUN7SuxQG2_Xo79hQgDHJVkC45524NqnskSsDbvE5bnZE71W_WJ8vYPtbHc0sf7ezbISNxiSc77opAF6xTWJW29jPGJ73Mlcs85hD_O2e7W2lenP7VE85nrp_UnZYG198h5798AsAL7OBRhv1qpqNJE9wutIYFaEADCVHOZFCdjaUYJRkmNIR4vXucGgT9hcOpiKSy90.HWF1a2_Sz7-Rm6rpwA2EdjnU8T5MDa_HRRC9seB2uf4&dib_tag=se&keywords=electronics&qid=1743771912&s=electronics&sr=1-2142
"Bitechkart Bit470 Mini Projector: 4K Support with 30FPS, 1080P Full Hd, 6000 Lumens, WiFi 6, Bt 5.0, Android 11 with Play Store, 3W Speaker, YouTube, Primevideo, Hotstar, Netflix, 180° Rotation-Black",Bitechkart Bit470 Mini Projector 4K Support with 30FPS 1080P Full Hd 6000 Lumens WiFi 6 Bt 50 Android 11 with Play Store 3W Speaker YouTube Primevideo Hotstar Netflix 180 RotationBlack,Bitechkart Bit470 Mini Projector 4K Support,Bitechkart,6590.0,6724.0,34.0,4.0,52.0,50.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODcxODQyMDQxNjg5MDAzOjE3NDM3NzE5MTI6c3BfYnRmOjMwMDQyNzY4Njc1MDczMjo6MDo6&url=%2FBitechkart-Bit470-Mini-Projector-Rotation-Black%2Fdp%2FB0D9HK3L7D%2Fref%3Dsr_1_2143_sspa%3Fdib%3DeyJ2IjoiMSJ9.XAU0BUVFK9xHAqp2x0GX32r51i-EQ4ZOZChMFGdgZsKtFqGL53Gsb-mvpUhGQW0hKpOLuXK8LM0L2tRxGi8kcqsAk0ZpRi8cEXIsUN7SuxQG2_Xo79hQgDHJVkC45524NqnskSsDbvE5bnZE71W_WJ8vYPtbHc0sf7ezbISNxiSc77opAF6xTWJW29jPGJ73Mlcs85hD_O2e7W2lenP7VE85nrp_UnZYG198h5798AsAL7OBRhv1qpqNJE9wutIYFaEADCVHOZFCdjaUYJRkmNIR4vXucGgT9hcOpiKSy90.HWF1a2_Sz7-Rm6rpwA2EdjnU8T5MDa_HRRC9seB2uf4%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743771912%26s%3Delectronics%26sr%3D1-2143-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Portronics Clean G 20 in 1 Multipurpose Device Cleaner Cleaning Kit for Laptops, Smartphones, Keyboards, Desktop & Earphones(White)",Portronics Clean G 20 in 1 Multipurpose Device Cleaner Cleaning Kit for Laptops Smartphones Keyboards Desktop  EarphonesWhite,Portronics Clean G 20 in 1,Portronics,579.0,1599.0,64.0,4.3,963.0,500.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODcxODQyMDQxNjg5MDAzOjE3NDM3NzE5MTI6c3BfYnRmOjMwMDMzNTE2NzY1MjMzMjo6MDo6&url=%2FPortronics-Multipurpose-Smartphones-Keyboards-Earphones%2Fdp%2FB0CG1WJVH3%2Fref%3Dsr_1_2144_sspa%3Fdib%3DeyJ2IjoiMSJ9.XAU0BUVFK9xHAqp2x0GX32r51i-EQ4ZOZChMFGdgZsKtFqGL53Gsb-mvpUhGQW0hKpOLuXK8LM0L2tRxGi8kcqsAk0ZpRi8cEXIsUN7SuxQG2_Xo79hQgDHJVkC45524NqnskSsDbvE5bnZE71W_WJ8vYPtbHc0sf7ezbISNxiSc77opAF6xTWJW29jPGJ73Mlcs85hD_O2e7W2lenP7VE85nrp_UnZYG198h5798AsAL7OBRhv1qpqNJE9wutIYFaEADCVHOZFCdjaUYJRkmNIR4vXucGgT9hcOpiKSy90.HWF1a2_Sz7-Rm6rpwA2EdjnU8T5MDa_HRRC9seB2uf4%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743771912%26s%3Delectronics%26sr%3D1-2144-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"HORNBULL Madrid Business Smart Backpack Waterproof fit 15.6 Inch Laptop Backpack with USB & Type-C Charging Port, Travel Durable Backpack for Men and Women",HORNBULL Madrid Business Smart Backpack Waterproof fit 156 Inch Laptop Backpack with USB  TypeC Charging Port Travel Durable Backpack for Men and Women,HORNBULL Madrid Business Smart Backpack Waterproof,Hornbull,2849.0,7999.0,64.0,3.9799583911234397,0.0,0.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODcxODQyMDQxNjg5MDAzOjE3NDM3NzE5MTI6c3BfYnRmOjMwMDQ2MTQwNjc1MTYzMjo6MDo6&url=%2FHORNBULL-Business-Backpack-Waterproof-Charging%2Fdp%2FB0DRDDR7NM%2Fref%3Dsr_1_2145_sspa%3Fdib%3DeyJ2IjoiMSJ9.XAU0BUVFK9xHAqp2x0GX32r51i-EQ4ZOZChMFGdgZsKtFqGL53Gsb-mvpUhGQW0hKpOLuXK8LM0L2tRxGi8kcqsAk0ZpRi8cEXIsUN7SuxQG2_Xo79hQgDHJVkC45524NqnskSsDbvE5bnZE71W_WJ8vYPtbHc0sf7ezbISNxiSc77opAF6xTWJW29jPGJ73Mlcs85hD_O2e7W2lenP7VE85nrp_UnZYG198h5798AsAL7OBRhv1qpqNJE9wutIYFaEADCVHOZFCdjaUYJRkmNIR4vXucGgT9hcOpiKSy90.HWF1a2_Sz7-Rm6rpwA2EdjnU8T5MDa_HRRC9seB2uf4%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743771912%26s%3Delectronics%26sr%3D1-2145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"PACKPERFECT Automation 12.7mm Handheld Inkjet Printer – Portable Metal Body, 300 DPI Batch & Barcode,Logo Printing Machine",PACKPERFECT Automation 127mm Handheld Inkjet Printer  Portable Metal Body 300 DPI Batch  BarcodeLogo Printing Machine,PACKPERFECT Automation 127mm Handheld Inkjet Printer,Packperfect,10500.0,17000.0,38.0,3.9799583911234397,0.0,0.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NDM5OTY1ODc4OTY1MzcwOjE3NDM3NzE5NDU6c3BfYXRmX25leHQ6MzAwNTI1MTc0NDkxNDMyOjowOjo&url=%2FPACKPERFECT-Automation-12-7mm-Handheld-Printer%2Fdp%2FB0F2W2Y6GB%2Fref%3Dsr_1_2137_sspa%3Fdib%3DeyJ2IjoiMSJ9.2wNXhCHgxCu9GjIho4iowMlXc_tPAK4C-orXuMi-O-iST3scNlA3kooRqY31XnFja4Qvjp38yCOtlr6DqdvggYmEDKPxB7apnDbL9MZe-haWHJEG8u3N1YPRUvlMVbVe22T5XdfTZpEAlyyewnFlcvrWcV0D78sG1PLQuNOsa4WIML0SBMGtWGd_Bu157Qk69ue2Pms6b0oF0vmChIe9NTdOLCIGptki_Vrpukbqdqov7201M0iWAC5Dt8crK12iXs0zXNv5jPbiqBb9CokO_PCH4V4IS7mEH0rYAIrIVVc.kP_0oAXHMMglYWzYitKU0nJTiUZdFjfAHicF4zv4VxU%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743771945%26s%3Delectronics%26sr%3D1-2137-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
AC Remote Genric Compatible with voltas Split/Window AC Remote Control Compatible for Voltas AC Remote Control Please Match with Old Remote,AC Remote Genric Compatible with voltas SplitWindow AC Remote Control Compatible for Voltas AC Remote Control Please Match with Old Remote,AC Remote Genric Compatible with voltas,Ac,300.0,30000.0,75.0,3.9799583911234397,0.0,30.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NDM5OTY1ODc4OTY1MzcwOjE3NDM3NzE5NDU6c3BfYXRmX25leHQ6MzAwNTE3NDMzMjUwMzMyOjowOjo&url=%2FRemote-Genric-Compatible-voltas-Control%2Fdp%2FB0DF69SCVP%2Fref%3Dsr_1_2138_sspa%3Fdib%3DeyJ2IjoiMSJ9.2wNXhCHgxCu9GjIho4iowMlXc_tPAK4C-orXuMi-O-iST3scNlA3kooRqY31XnFja4Qvjp38yCOtlr6DqdvggYmEDKPxB7apnDbL9MZe-haWHJEG8u3N1YPRUvlMVbVe22T5XdfTZpEAlyyewnFlcvrWcV0D78sG1PLQuNOsa4WIML0SBMGtWGd_Bu157Qk69ue2Pms6b0oF0vmChIe9NTdOLCIGptki_Vrpukbqdqov7201M0iWAC5Dt8crK12iXs0zXNv5jPbiqBb9CokO_PCH4V4IS7mEH0rYAIrIVVc.kP_0oAXHMMglYWzYitKU0nJTiUZdFjfAHicF4zv4VxU%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743771945%26s%3Delectronics%26sr%3D1-2138-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Angetube HD Webcam with Ring Light for Desktop 1080P Streaming Web Cam with Dual Microphone, 5X Digital Zoom Used for Video Chat and Conferencing, Compatible with Windows and Mac",Angetube HD Webcam with Ring Light for Desktop 1080P Streaming Web Cam with Dual Microphone 5X Digital Zoom Used for Video Chat and Conferencing Compatible with Windows and Mac,Angetube HD Webcam with Ring Light,Angetube,4410.0,6599.0,33.0,4.3,1189.0,0.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NDM5OTY1ODc4OTY1MzcwOjE3NDM3NzE5NDU6c3BfYXRmX25leHQ6MzAwMzMwNDA4MDk5MzMyOjowOjo&url=%2FAngetube-Webcam-Zoom-Function-Conferencing%2Fdp%2FB08T9GHKJX%2Fref%3Dsr_1_2139_sspa%3Fdib%3DeyJ2IjoiMSJ9.2wNXhCHgxCu9GjIho4iowMlXc_tPAK4C-orXuMi-O-iST3scNlA3kooRqY31XnFja4Qvjp38yCOtlr6DqdvggYmEDKPxB7apnDbL9MZe-haWHJEG8u3N1YPRUvlMVbVe22T5XdfTZpEAlyyewnFlcvrWcV0D78sG1PLQuNOsa4WIML0SBMGtWGd_Bu157Qk69ue2Pms6b0oF0vmChIe9NTdOLCIGptki_Vrpukbqdqov7201M0iWAC5Dt8crK12iXs0zXNv5jPbiqBb9CokO_PCH4V4IS7mEH0rYAIrIVVc.kP_0oAXHMMglYWzYitKU0nJTiUZdFjfAHicF4zv4VxU%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743771945%26s%3Delectronics%26sr%3D1-2139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"pTron Bassbuds Razer TWS Earbuds, 40ms Gaming Low Latency, TruTalk AI-ENC Calls, Deep Bass, 45Hrs Playtime, HD Mic, in-Ear Bluetooth 5.3 Headphones, Type-C Fast Charging & IPX5 (Black)",pTron Bassbuds Razer TWS Earbuds 40ms Gaming Low Latency TruTalk AIENC Calls Deep Bass 45Hrs Playtime HD Mic inEar Bluetooth 53 Headphones TypeC Fast Charging  IPX5 Black,pTron Bassbuds Razer TWS Earbuds 40ms,Ptron Earbuds,799.0,2599.0,69.0,3.5,682.0,0.0,https://www.amazon.in/pTron-Launched-Bassbuds-Bluetooth-Headphones/dp/B0CKJ2628R/ref=sr_1_2142?dib=eyJ2IjoiMSJ9.2wNXhCHgxCu9GjIho4iowMlXc_tPAK4C-orXuMi-O-iST3scNlA3kooRqY31XnFja4Qvjp38yCOtlr6DqdvggYmEDKPxB7apnDbL9MZe-haWHJEG8u3N1YPRUvlMVbVe22T5XdfTZpEAlyyewnFlcvrWcV0D78sG1PLQuNOsa4WIML0SBMGtWGd_Bu157Qk69ue2Pms6b0oF0vmChIe9NTdOLCIGptki_Vrpukbqdqov7201M0iWAC5Dt8crK12iXs0zXNv5jPbiqBb9CokO_PCH4V4IS7mEH0rYAIrIVVc.kP_0oAXHMMglYWzYitKU0nJTiUZdFjfAHicF4zv4VxU&dib_tag=se&keywords=electronics&qid=1743771945&s=electronics&sr=1-2142
"Betterqualityremote Original Remote Control Compatible With Jio Fiber Box With Voice Control For TV, Black",Betterqualityremote Original Remote Control Compatible With Jio Fiber Box With Voice Control For TV Black,Betterqualityremote Original Remote Control Compatible With,Betterqualityremote,699.0,999.0,30.0,3.3,50.0,0.0,https://www.amazon.in/Betterqualityremote-Original-Remote-Control-Compatible/dp/B0D8YKFHF1/ref=sr_1_2143?dib=eyJ2IjoiMSJ9.2wNXhCHgxCu9GjIho4iowMlXc_tPAK4C-orXuMi-O-iST3scNlA3kooRqY31XnFja4Qvjp38yCOtlr6DqdvggYmEDKPxB7apnDbL9MZe-haWHJEG8u3N1YPRUvlMVbVe22T5XdfTZpEAlyyewnFlcvrWcV0D78sG1PLQuNOsa4WIML0SBMGtWGd_Bu157Qk69ue2Pms6b0oF0vmChIe9NTdOLCIGptki_Vrpukbqdqov7201M0iWAC5Dt8crK12iXs0zXNv5jPbiqBb9CokO_PCH4V4IS7mEH0rYAIrIVVc.kP_0oAXHMMglYWzYitKU0nJTiUZdFjfAHicF4zv4VxU&dib_tag=se&keywords=electronics&qid=1743771945&s=electronics&sr=1-2143
"Nokia 110 with Built-in UPI App and Scan & Pay Feature, MP3 Player, Rear Camera, Long-Lasting Battery, and Voice Recorder | Blue",Nokia 110 with Builtin UPI App and Scan  Pay Feature MP3 Player Rear Camera LongLasting Battery and Voice Recorder  Blue,Nokia 110 with Builtin UPI App,Nokia Camera,1348.0,2099.0,36.0,3.8,9244.0,1.0,https://www.amazon.in/Nokia-110-Feature-Long-Lasting-Recorder/dp/B0C8HPY6QS/ref=sr_1_2144?dib=eyJ2IjoiMSJ9.2wNXhCHgxCu9GjIho4iowMlXc_tPAK4C-orXuMi-O-iST3scNlA3kooRqY31XnFja4Qvjp38yCOtlr6DqdvggYmEDKPxB7apnDbL9MZe-haWHJEG8u3N1YPRUvlMVbVe22T5XdfTZpEAlyyewnFlcvrWcV0D78sG1PLQuNOsa4WIML0SBMGtWGd_Bu157Qk69ue2Pms6b0oF0vmChIe9NTdOLCIGptki_Vrpukbqdqov7201M0iWAC5Dt8crK12iXs0zXNv5jPbiqBb9CokO_PCH4V4IS7mEH0rYAIrIVVc.kP_0oAXHMMglYWzYitKU0nJTiUZdFjfAHicF4zv4VxU&dib_tag=se&keywords=electronics&qid=1743771945&s=electronics&sr=1-2144
QCare 1 Year Total Protection Plan for Mobile Between Rs 125001 to 150000 (E-Mail Delivery),QCare 1 Year Total Protection Plan for Mobile Between Rs 125001 to 150000 EMail Delivery,QCare 1 Year Total Protection Plan,Qcare,8999.0,10999.0,18.0,3.7,5.0,0.0,https://www.amazon.in/Quess-Protection-Mobile-Between-Delivery/dp/B0BHWLTZ9J/ref=sr_1_2145?dib=eyJ2IjoiMSJ9.2wNXhCHgxCu9GjIho4iowMlXc_tPAK4C-orXuMi-O-iST3scNlA3kooRqY31XnFja4Qvjp38yCOtlr6DqdvggYmEDKPxB7apnDbL9MZe-haWHJEG8u3N1YPRUvlMVbVe22T5XdfTZpEAlyyewnFlcvrWcV0D78sG1PLQuNOsa4WIML0SBMGtWGd_Bu157Qk69ue2Pms6b0oF0vmChIe9NTdOLCIGptki_Vrpukbqdqov7201M0iWAC5Dt8crK12iXs0zXNv5jPbiqBb9CokO_PCH4V4IS7mEH0rYAIrIVVc.kP_0oAXHMMglYWzYitKU0nJTiUZdFjfAHicF4zv4VxU&dib_tag=se&keywords=electronics&qid=1743771945&s=electronics&sr=1-2145
"Lapster Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad",Lapster Fast Charging 3A 8 Pin USB Cable with Charge  Sync Function for iPhone iPad,Lapster Fast Charging 3A 8 Pin,Lapster Cable,165.0,999.0,83.0,3.6,82.0,0.0,https://www.amazon.in/Lapster-Charging-Charge-Function-iPhone/dp/B0CPQ4NC6Z/ref=sr_1_2146?dib=eyJ2IjoiMSJ9.2wNXhCHgxCu9GjIho4iowMlXc_tPAK4C-orXuMi-O-iST3scNlA3kooRqY31XnFja4Qvjp38yCOtlr6DqdvggYmEDKPxB7apnDbL9MZe-haWHJEG8u3N1YPRUvlMVbVe22T5XdfTZpEAlyyewnFlcvrWcV0D78sG1PLQuNOsa4WIML0SBMGtWGd_Bu157Qk69ue2Pms6b0oF0vmChIe9NTdOLCIGptki_Vrpukbqdqov7201M0iWAC5Dt8crK12iXs0zXNv5jPbiqBb9CokO_PCH4V4IS7mEH0rYAIrIVVc.kP_0oAXHMMglYWzYitKU0nJTiUZdFjfAHicF4zv4VxU&dib_tag=se&keywords=electronics&qid=1743771945&s=electronics&sr=1-2146
"Yellow Weaves Canvas 3 Layer Electronics Accessories Organizer Bag, Cable Organizer Bag, Travel Pouch For Charger, Usb Cord, Data Cable, Sd Cards, Earphone, Power Bank (Grey, 25X18X10Cm)",Yellow Weaves Canvas 3 Layer Electronics Accessories Organizer Bag Cable Organizer Bag Travel Pouch For Charger Usb Cord Data Cable Sd Cards Earphone Power Bank Grey 25X18X10Cm,Yellow Weaves Canvas 3 Layer Electronics,Yellow Organizer cable organizer charger cable,549.0,1099.0,50.0,4.1,27.0,0.0,https://www.amazon.in/Yellow-Weaves-Electronics-Accessories-25X18X10CM/dp/B0CP2BG7ML/ref=sr_1_2147?dib=eyJ2IjoiMSJ9.2wNXhCHgxCu9GjIho4iowMlXc_tPAK4C-orXuMi-O-iST3scNlA3kooRqY31XnFja4Qvjp38yCOtlr6DqdvggYmEDKPxB7apnDbL9MZe-haWHJEG8u3N1YPRUvlMVbVe22T5XdfTZpEAlyyewnFlcvrWcV0D78sG1PLQuNOsa4WIML0SBMGtWGd_Bu157Qk69ue2Pms6b0oF0vmChIe9NTdOLCIGptki_Vrpukbqdqov7201M0iWAC5Dt8crK12iXs0zXNv5jPbiqBb9CokO_PCH4V4IS7mEH0rYAIrIVVc.kP_0oAXHMMglYWzYitKU0nJTiUZdFjfAHicF4zv4VxU&dib_tag=se&keywords=electronics&qid=1743771945&s=electronics&sr=1-2147
"GIZGA essentials AirCase Portable Mobile Tabletop Holder,Precise Cutout to Enable Charging During Use,Sturdy Metal,Mobile Charging Support,for All Smartphones&Tablets,Anti-Slip Rubber Pads,Black",GIZGA essentials AirCase Portable Mobile Tabletop HolderPrecise Cutout to Enable Charging During UseSturdy MetalMobile Charging Supportfor All SmartphonesTabletsAntiSlip Rubber PadsBlack,GIZGA essentials AirCase Portable Mobile Tabletop,Gizga,102.0,499.0,79.0,4.0,342.0,0.0,https://www.amazon.in/essentials-Portable-Tabletop-Smartphones-Anti-Slip/dp/B09SPZY7Q6/ref=sr_1_2148?dib=eyJ2IjoiMSJ9.2wNXhCHgxCu9GjIho4iowMlXc_tPAK4C-orXuMi-O-iST3scNlA3kooRqY31XnFja4Qvjp38yCOtlr6DqdvggYmEDKPxB7apnDbL9MZe-haWHJEG8u3N1YPRUvlMVbVe22T5XdfTZpEAlyyewnFlcvrWcV0D78sG1PLQuNOsa4WIML0SBMGtWGd_Bu157Qk69ue2Pms6b0oF0vmChIe9NTdOLCIGptki_Vrpukbqdqov7201M0iWAC5Dt8crK12iXs0zXNv5jPbiqBb9CokO_PCH4V4IS7mEH0rYAIrIVVc.kP_0oAXHMMglYWzYitKU0nJTiUZdFjfAHicF4zv4VxU&dib_tag=se&keywords=electronics&qid=1743771945&s=electronics&sr=1-2148
Electronic Spices Tpa3110 2x15w Dual Channel Stereo Audio Power Amplifier Module Pack of 1pcs,Electronic Spices Tpa3110 2x15w Dual Channel Stereo Audio Power Amplifier Module Pack of 1pcs,Electronic Spices Tpa3110 2x15w Dual Channel,Electronic,238.0,359.0,34.0,3.3,8.0,0.0,https://www.amazon.in/Electronic-Spices-Tpa3110-Channel-Amplifier/dp/B0BJVVGJH7/ref=sr_1_2149?dib=eyJ2IjoiMSJ9.2wNXhCHgxCu9GjIho4iowMlXc_tPAK4C-orXuMi-O-iST3scNlA3kooRqY31XnFja4Qvjp38yCOtlr6DqdvggYmEDKPxB7apnDbL9MZe-haWHJEG8u3N1YPRUvlMVbVe22T5XdfTZpEAlyyewnFlcvrWcV0D78sG1PLQuNOsa4WIML0SBMGtWGd_Bu157Qk69ue2Pms6b0oF0vmChIe9NTdOLCIGptki_Vrpukbqdqov7201M0iWAC5Dt8crK12iXs0zXNv5jPbiqBb9CokO_PCH4V4IS7mEH0rYAIrIVVc.kP_0oAXHMMglYWzYitKU0nJTiUZdFjfAHicF4zv4VxU&dib_tag=se&keywords=electronics&qid=1743771945&s=electronics&sr=1-2149
"LIRAMARK Type c Female to Micro USB Male Adapter, Converter USB C to Micro USB, Charger Connector Works with Smartphones, Tablets, and More Devices with Micro USB Port (Black) (Pack of 2)",LIRAMARK Type c Female to Micro USB Male Adapter Converter USB C to Micro USB Charger Connector Works with Smartphones Tablets and More Devices with Micro USB Port Black Pack of 2,LIRAMARK Type c Female to Micro,Liramark Charger,179.0,89.0,74.0,3.9,29.0,89.0,https://www.amazon.in/LIRAMARK-Converter-Connector-Smartphones-Pack/dp/B0CRV39KXG/ref=sr_1_2150?dib=eyJ2IjoiMSJ9.2wNXhCHgxCu9GjIho4iowMlXc_tPAK4C-orXuMi-O-iST3scNlA3kooRqY31XnFja4Qvjp38yCOtlr6DqdvggYmEDKPxB7apnDbL9MZe-haWHJEG8u3N1YPRUvlMVbVe22T5XdfTZpEAlyyewnFlcvrWcV0D78sG1PLQuNOsa4WIML0SBMGtWGd_Bu157Qk69ue2Pms6b0oF0vmChIe9NTdOLCIGptki_Vrpukbqdqov7201M0iWAC5Dt8crK12iXs0zXNv5jPbiqBb9CokO_PCH4V4IS7mEH0rYAIrIVVc.kP_0oAXHMMglYWzYitKU0nJTiUZdFjfAHicF4zv4VxU&dib_tag=se&keywords=electronics&qid=1743771945&s=electronics&sr=1-2150
Pikkme Oppo A31 Flip Cover Case | Leather flip Back Covers Cases for Oppo A31 | Wallet Case Full Protection Magnetic Closure Oppo A31 (Brown),Pikkme Oppo A31 Flip Cover Case  Leather flip Back Covers Cases for Oppo A31  Wallet Case Full Protection Magnetic Closure Oppo A31 Brown,Pikkme Oppo A31 Flip Cover Case,Pikkme Case case,299.0,999.0,70.0,4.0,156.0,0.0,https://www.amazon.in/Pikkme-Oppo-A31-Protection-Magnetic/dp/B085N7LHF9/ref=sr_1_2151?dib=eyJ2IjoiMSJ9.2wNXhCHgxCu9GjIho4iowMlXc_tPAK4C-orXuMi-O-iST3scNlA3kooRqY31XnFja4Qvjp38yCOtlr6DqdvggYmEDKPxB7apnDbL9MZe-haWHJEG8u3N1YPRUvlMVbVe22T5XdfTZpEAlyyewnFlcvrWcV0D78sG1PLQuNOsa4WIML0SBMGtWGd_Bu157Qk69ue2Pms6b0oF0vmChIe9NTdOLCIGptki_Vrpukbqdqov7201M0iWAC5Dt8crK12iXs0zXNv5jPbiqBb9CokO_PCH4V4IS7mEH0rYAIrIVVc.kP_0oAXHMMglYWzYitKU0nJTiUZdFjfAHicF4zv4VxU&dib_tag=se&keywords=electronics&qid=1743771945&s=electronics&sr=1-2151
